"logFC";"EnsembleID";"Region";"TimePoint";"cluster";"TimePointNumeric";"ShortName"
0.031837917;"ENSMUSG00000048232";"vHC";"Swim_45min";10;45;"Fbxo10"
0.924355392;"ENSMUSG00000048373";"vHC";"Swim_45min";14;45;"Fgfbp1"
0.207473016;"ENSMUSG00000048546";"vHC";"Swim_45min";13;45;"Tob2"
0.87069191;"ENSMUSG00000048572";"vHC";"Swim_45min";3;45;"Tmem252"
-0.006285675;"ENSMUSG00000048701";"vHC";"Swim_45min";10;45;"Ccdc6"
0.354143951;"ENSMUSG00000048707";"vHC";"Swim_45min";13;45;"Tprn"
-0.140870973;"ENSMUSG00000048782";"vHC";"Swim_45min";17;45;"Insc"
0.163801926;"ENSMUSG00000048832";"vHC";"Swim_45min";10;45;"Vps37c"
0.208817995;"ENSMUSG00000048939";"vHC";"Swim_45min";16;45;"Atp13a5"
-0.162255543;"ENSMUSG00000049038";"vHC";"Swim_45min";21;45;"Mterf2"
-0.054793711;"ENSMUSG00000049107";"vHC";"Swim_45min";12;45;"Ntf3"
0.202207906;"ENSMUSG00000049119";"vHC";"Swim_45min";13;45;"Fam110b"
0.691826104;"ENSMUSG00000049285";"vHC";"Swim_45min";18;45;"Mblac1"
-0.242867236;"ENSMUSG00000049488";"vHC";"Swim_45min";12;45;"Tmem67"
0.522612098;"ENSMUSG00000049791";"vHC";"Swim_45min";16;45;"Fzd4"
0.423308017;"ENSMUSG00000049892";"vHC";"Swim_45min";13;45;"Rasd1"
-0.220801213;"ENSMUSG00000050122";"vHC";"Swim_45min";17;45;"Vwa3b"
0.210027332;"ENSMUSG00000050164";"vHC";"Swim_45min";13;45;"Mchr1"
-0.030079098;"ENSMUSG00000050199";"vHC";"Swim_45min";9;45;"Lgr4"
0.296170061;"ENSMUSG00000050288";"vHC";"Swim_45min";1;45;"Fzd2"
-0.332506998;"ENSMUSG00000050315";"vHC";"Swim_45min";12;45;"Synpo2"
0.541104791;"ENSMUSG00000050335";"vHC";"Swim_45min";6;45;"Lgals3"
0.827400734;"ENSMUSG00000050423";"vHC";"Swim_45min";7;45;"Ppp1r3g"
-0.403663085;"ENSMUSG00000050592";"vHC";"Swim_45min";2;45;"Fam78a"
-0.117914841;"ENSMUSG00000050600";"vHC";"Swim_45min";21;45;"Zfp831"
-0.138344307;"ENSMUSG00000050721";"vHC";"Swim_45min";12;45;"Plekho2"
0.396434082;"ENSMUSG00000051149";"vHC";"Swim_45min";18;45;"Adnp"
-0.519695646;"ENSMUSG00000051251";"vHC";"Swim_45min";23;45;"Nhlh1"
0.262016328;"ENSMUSG00000051495";"vHC";"Swim_45min";16;45;"Irf2bp2"
-0.448477226;"ENSMUSG00000051705";"vHC";"Swim_45min";2;45;"Senp8"
-0.209502397;"ENSMUSG00000051721";"vHC";"Swim_45min";12;45;"RP23-335F6.3"
0.526483348;"ENSMUSG00000051965";"vHC";"Swim_45min";1;45;"Nanos2"
0.081414433;"ENSMUSG00000052040";"vHC";"Swim_45min";10;45;"Klf13"
-0.440970708;"ENSMUSG00000052056";"vHC";"Swim_45min";2;45;"Zfp217"
-0.233107893;"ENSMUSG00000052137";"vHC";"Swim_45min";5;45;"Rbm12b2"
-0.077511721;"ENSMUSG00000052229";"vHC";"Swim_45min";21;45;"Gpr17"
-0.018539902;"ENSMUSG00000052336";"vHC";"Swim_45min";9;45;"Cx3cr1"
-0.123936075;"ENSMUSG00000052353";"vHC";"Swim_45min";9;45;"Cemip"
0.341581612;"ENSMUSG00000052384";"vHC";"Swim_45min";25;45;"Nrros"
0.23955828;"ENSMUSG00000052397";"vHC";"Swim_45min";18;45;"Ezr"
0.031013656;"ENSMUSG00000052713";"vHC";"Swim_45min";21;45;"Zfp608"
1.241810837;"ENSMUSG00000052837";"vHC";"Swim_45min";3;45;"Junb"
-0.084157327;"ENSMUSG00000052915";"vHC";"Swim_45min";21;45;"Msl1"
-0.11619008;"ENSMUSG00000053289";"vHC";"Swim_45min";21;45;"Ddx10"
-0.086336871;"ENSMUSG00000053470";"vHC";"Swim_45min";10;45;"Kdm3a"
1.348639228;"ENSMUSG00000053560";"vHC";"Swim_45min";3;45;"Ier2"
-0.369812406;"ENSMUSG00000053835";"vHC";"Swim_45min";2;45;"H2-T24"
0.051338476;"ENSMUSG00000053897";"vHC";"Swim_45min";9;45;"Slc39a8"
0.029993861;"ENSMUSG00000053907";"vHC";"Swim_45min";10;45;"Mat2a"
-0.300808385;"ENSMUSG00000053985";"vHC";"Swim_45min";5;45;"Zfp14"
-0.333716112;"ENSMUSG00000054115";"vHC";"Swim_45min";5;45;"Skp2"
0.051309856;"ENSMUSG00000054204";"vHC";"Swim_45min";9;45;"Fam150b"
0.134559632;"ENSMUSG00000054252";"vHC";"Swim_45min";13;45;"Fgfr3"
-0.075374855;"ENSMUSG00000054263";"vHC";"Swim_45min";10;45;"Lifr"
0.349669885;"ENSMUSG00000054364";"vHC";"Swim_45min";13;45;"Rhob"
-0.259905482;"ENSMUSG00000054409";"vHC";"Swim_45min";24;45;"Tmem74"
0.031667607;"ENSMUSG00000054477";"vHC";"Swim_45min";10;45;"Kcnn2"
0.118368908;"ENSMUSG00000054520";"vHC";"Swim_45min";25;45;"Sh3bp2"
-0.168281302;"ENSMUSG00000054619";"vHC";"Swim_45min";5;45;"Mettl7a1"
-0.000767317;"ENSMUSG00000054690";"vHC";"Swim_45min";9;45;"Emcn"
-0.17580371;"ENSMUSG00000054715";"vHC";"Swim_45min";5;45;"Zscan22"
0.770472287;"ENSMUSG00000054717";"vHC";"Swim_45min";7;45;"Hmgb2"
-0.100911691;"ENSMUSG00000054720";"vHC";"Swim_45min";10;45;"Lrrc8c"
-0.255687324;"ENSMUSG00000054893";"vHC";"Swim_45min";5;45;"Zfp667"
-0.253184248;"ENSMUSG00000054939";"vHC";"Swim_45min";5;45;"Zfp174"
-0.526597634;"ENSMUSG00000055069";"vHC";"Swim_45min";17;45;"Rab39"
0.990341445;"ENSMUSG00000055148";"vHC";"Swim_45min";3;45;"Klf2"
-0.496723849;"ENSMUSG00000055150";"vHC";"Swim_45min";2;45;"Zfp78"
-0.158500203;"ENSMUSG00000055320";"vHC";"Swim_45min";21;45;"Tead1"
0.073305963;"ENSMUSG00000055322";"vHC";"Swim_45min";10;45;"Tns1"
0.021666205;"ENSMUSG00000055866";"vHC";"Swim_45min";10;45;"Per2"
-0.198840981;"ENSMUSG00000056014";"vHC";"Swim_45min";5;45;"WI1-955B2.1"
0.249437516;"ENSMUSG00000056167";"vHC";"Swim_45min";16;45;"Cnot10"
-0.244549952;"ENSMUSG00000056216";"vHC";"Swim_45min";5;45;"Cebpg"
-0.030085707;"ENSMUSG00000056220";"vHC";"Swim_45min";17;45;"Pla2g4a"
-0.461010976;"ENSMUSG00000056268";"vHC";"Swim_45min";21;45;"Dennd1b"
1.214772997;"ENSMUSG00000056313";"vHC";"Swim_45min";7;45;"RP23-310J6.1"
0.053867254;"ENSMUSG00000056493";"vHC";"Swim_45min";10;45;"Foxk1"
-0.056991083;"ENSMUSG00000056515";"vHC";"Swim_45min";10;45;"Rab31"
-0.296174032;"ENSMUSG00000056592";"vHC";"Swim_45min";5;45;"Zfp658"
-0.19232407;"ENSMUSG00000056608";"vHC";"Swim_45min";24;45;"Chd9"
-0.039398306;"ENSMUSG00000056749";"vHC";"Swim_45min";9;45;"Nfil3"
-0.081363528;"ENSMUSG00000056763";"vHC";"Swim_45min";21;45;"Cspp1"
-0.150622308;"ENSMUSG00000056856";"vHC";"Swim_45min";5;45;"Jakmip3"
-0.246342845;"ENSMUSG00000056919";"vHC";"Swim_45min";24;45;"Cep162"
-0.565583623;"ENSMUSG00000057092";"vHC";"Swim_45min";23;45;"Fxyd3"
-0.095497659;"ENSMUSG00000057367";"vHC";"Swim_45min";21;45;"Birc2"
0.244790461;"ENSMUSG00000057649";"vHC";"Swim_45min";13;45;"Brd9"
0.2024201;"ENSMUSG00000057751";"vHC";"Swim_45min";1;45;"Megf6"
-0.372085597;"ENSMUSG00000057894";"vHC";"Swim_45min";2;45;"Zfp329"
0.166843279;"ENSMUSG00000057963";"vHC";"Swim_45min";10;45;"Itpk1"
-0.245000506;"ENSMUSG00000058402";"vHC";"Swim_45min";12;45;"Zfp420"
-0.350648092;"ENSMUSG00000058748";"vHC";"Swim_45min";5;45;"Zfp958"
-0.749521863;"ENSMUSG00000058900";"vHC";"Swim_45min";2;45;"Rsl1"
-0.176179883;"ENSMUSG00000059423";"vHC";"Swim_45min";24;45;"Zfp933"
-0.223651603;"ENSMUSG00000059486";"vHC";"Swim_45min";5;45;"Kbtbd2"
-0.364908331;"ENSMUSG00000059839";"vHC";"Swim_45min";2;45;"Zfp874b"
-0.38426898;"ENSMUSG00000059897";"vHC";"Swim_45min";5;45;"Zfp930"
0.195531293;"ENSMUSG00000059991";"vHC";"Swim_45min";13;45;"Nptx2"
-0.076684824;"ENSMUSG00000060012";"vHC";"Swim_45min";21;45;"Kif13b"
-0.138751982;"ENSMUSG00000060206";"vHC";"Swim_45min";21;45;"Zfp462"
0.142750807;"ENSMUSG00000060257";"vHC";"Swim_45min";10;45;"Scrt2"
-0.315179926;"ENSMUSG00000060301";"vHC";"Swim_45min";5;45;"RP24-372E2.1"
-0.501409501;"ENSMUSG00000060397";"vHC";"Swim_45min";2;45;"Zfp128"
0.161794172;"ENSMUSG00000060477";"vHC";"Swim_45min";25;45;"Irak2"
-0.064787847;"ENSMUSG00000060548";"vHC";"Swim_45min";9;45;"Tnfrsf19"
-0.165064585;"ENSMUSG00000060771";"vHC";"Swim_45min";9;45;"Tsga10"
0.094135699;"ENSMUSG00000060803";"vHC";"Swim_45min";10;45;"Gstp1"
-0.094838269;"ENSMUSG00000060862";"vHC";"Swim_45min";9;45;"Zbtb40"
0.310134363;"ENSMUSG00000061046";"vHC";"Swim_45min";13;45;"Haghl"
-0.016918004;"ENSMUSG00000061143";"vHC";"Swim_45min";10;45;"Maml3"
-0.115377087;"ENSMUSG00000061353";"vHC";"Swim_45min";9;45;"Cxcl12"
-0.51870009;"ENSMUSG00000061371";"vHC";"Swim_45min";23;45;"Zfp873"
0.225325257;"ENSMUSG00000061477";"vHC";"Swim_45min";13;45;"Rps7"
-0.189179076;"ENSMUSG00000061517";"vHC";"Swim_45min";23;45;"Sox21"
0.373834442;"ENSMUSG00000061718";"vHC";"Swim_45min";18;45;"Ppp1r1b"
2.701601657;"ENSMUSG00000061808";"vHC";"Swim_45min";15;45;"Ttr"
0.123043438;"ENSMUSG00000061894";"vHC";"Swim_45min";19;45;"Zscan20"
-0.105731701;"ENSMUSG00000062098";"vHC";"Swim_45min";24;45;"Btbd3"
0.09409301;"ENSMUSG00000062127";"vHC";"Swim_45min";10;45;"Cttnbp2nl"
-0.072827788;"ENSMUSG00000062382";"vHC";"Swim_45min";20;45;"RP23-44G15.5"
-0.251060272;"ENSMUSG00000062563";"vHC";"Swim_45min";17;45;"Cys1"
-0.068219611;"ENSMUSG00000062960";"vHC";"Swim_45min";23;45;"Kdr"
-0.639129732;"ENSMUSG00000063060";"vHC";"Swim_45min";2;45;"Sox7"
-0.319941431;"ENSMUSG00000063281";"vHC";"Swim_45min";5;45;"Zfp35"
0.00229494;"ENSMUSG00000063415";"vHC";"Swim_45min";9;45;"Cyp26b1"
-0.132153163;"ENSMUSG00000063450";"vHC";"Swim_45min";24;45;"Syne2"
-0.029642219;"ENSMUSG00000063455";"vHC";"Swim_45min";21;45;"AC157667.1"
-0.025514742;"ENSMUSG00000063632";"vHC";"Swim_45min";5;45;"Sox11"
0.086599427;"ENSMUSG00000063796";"vHC";"Swim_45min";9;45;"Slc22a8"
0.025831739;"ENSMUSG00000063972";"vHC";"Swim_45min";24;45;"Nr6a1"
0.004302858;"ENSMUSG00000064357";"vHC";"Swim_45min";24;45;"mt-Atp6"
0.005932152;"ENSMUSG00000064360";"vHC";"Swim_45min";21;45;"mt-Nd3"
-0.521745259;"ENSMUSG00000066197";"vHC";"Swim_45min";17;45;"Gpr139"
0.067705966;"ENSMUSG00000066571";"vHC";"Swim_45min";10;45;"RP23-349I9.6"
0.079529406;"ENSMUSG00000066687";"vHC";"Swim_45min";25;45;"Zbtb16"
0.509262184;"ENSMUSG00000067071";"vHC";"Swim_45min";16;45;"Hes6"
0.186612426;"ENSMUSG00000067199";"vHC";"Swim_45min";16;45;"Frat1"
-0.583112946;"ENSMUSG00000067860";"vHC";"Swim_45min";8;45;"Zic3"
-0.429093339;"ENSMUSG00000067928";"vHC";"Swim_45min";12;45;"Zfp760"
0.010197583;"ENSMUSG00000068115";"vHC";"Swim_45min";25;45;"Ninl"
-0.687732842;"ENSMUSG00000068134";"vHC";"Swim_45min";12;45;"Zfp120"
-0.23199114;"ENSMUSG00000068457";"vHC";"Swim_45min";24;45;"Uty"
0.260321326;"ENSMUSG00000068699";"vHC";"Swim_45min";6;45;"Flnc"
-0.199503101;"ENSMUSG00000069094";"vHC";"Swim_45min";24;45;"Pde7a"
-0.4995167;"ENSMUSG00000069184";"vHC";"Swim_45min";5;45;"Zfp72"
-0.317264396;"ENSMUSG00000069206";"vHC";"Swim_45min";2;45;"Zfp874a"
-0.539576174;"ENSMUSG00000069727";"vHC";"Swim_45min";2;45;"AC102628.1"
0.040536158;"ENSMUSG00000070002";"vHC";"Swim_45min";10;45;"Ell"
0.288995418;"ENSMUSG00000070306";"vHC";"Swim_45min";13;45;"Ccdc153"
-0.139069024;"ENSMUSG00000070532";"vHC";"Swim_45min";17;45;"Ccdc190"
-0.248986274;"ENSMUSG00000070871";"vHC";"Swim_45min";5;45;"Ccnyl1"
-0.215484235;"ENSMUSG00000071042";"vHC";"Swim_45min";17;45;"Rasgrp3"
-0.197095873;"ENSMUSG00000071226";"vHC";"Swim_45min";24;45;"Cecr2"
1.511552136;"ENSMUSG00000071341";"vHC";"Swim_45min";7;45;"Egr4"
0.576717887;"ENSMUSG00000071573";"vHC";"Swim_45min";18;45;"Rnls"
0.886366149;"ENSMUSG00000071637";"vHC";"Swim_45min";6;45;"Cebpd"
0.063026843;"ENSMUSG00000071644";"vHC";"Swim_45min";10;45;"Eef1g"
0.049826578;"ENSMUSG00000071847";"vHC";"Swim_45min";21;45;"Apcdd1"
-0.175783958;"ENSMUSG00000071862";"vHC";"Swim_45min";24;45;"Lrrtm2"
-0.211359851;"ENSMUSG00000072915";"vHC";"Swim_45min";5;45;"RP23-419P16.7"
-0.477738127;"ENSMUSG00000073176";"vHC";"Swim_45min";2;45;"Zfp449"
1.020299587;"ENSMUSG00000074170";"vHC";"Swim_45min";7;45;"Plekhf1"
-0.360890854;"ENSMUSG00000074283";"vHC";"Swim_45min";2;45;"Zfp109"
-0.202211556;"ENSMUSG00000074345";"vHC";"Swim_45min";21;45;"Tnfaip8l3"
-0.350160556;"ENSMUSG00000074643";"vHC";"Swim_45min";5;45;"Cpne1"
0.018392613;"ENSMUSG00000074766";"vHC";"Swim_45min";10;45;"Ism1"
0.061626704;"ENSMUSG00000074793";"vHC";"Swim_45min";18;45;"Hspa12b"
0.287089628;"ENSMUSG00000074794";"vHC";"Swim_45min";16;45;"Arrdc3"
0.364701107;"ENSMUSG00000074890";"vHC";"Swim_45min";13;45;"Lcmt2"
0.011682865;"ENSMUSG00000074892";"vHC";"Swim_45min";10;45;"B3galt5"
-0.186341902;"ENSMUSG00000075232";"vHC";"Swim_45min";21;45;"Amd1"
-0.017954486;"ENSMUSG00000075254";"vHC";"Swim_45min";10;45;"Heg1"
0.105552362;"ENSMUSG00000078234";"vHC";"Swim_45min";10;45;"Klhdc7a"
-0.205762917;"ENSMUSG00000078515";"vHC";"Swim_45min";5;45;"Ddi2"
-0.197889286;"ENSMUSG00000078671";"vHC";"Swim_45min";9;45;"Chd2"
-5.257584849;"ENSMUSG00000078901";"vHC";"Swim_45min";11;45;"RP23-166A1.1"
0.133814623;"ENSMUSG00000079018";"vHC";"Swim_45min";10;45;"Ly6c1"
-0.414214428;"ENSMUSG00000079388";"vHC";"Swim_45min";20;45;"RP23-227N11.1"
-0.066170517;"ENSMUSG00000079434";"vHC";"Swim_45min";17;45;"Neu2"
0.98732793;"ENSMUSG00000079436";"vHC";"Swim_45min";15;45;"Kcnj13"
-0.253260167;"ENSMUSG00000079509";"vHC";"Swim_45min";5;45;"Zfx"
0.502375893;"ENSMUSG00000089739";"vHC";"Swim_45min";18;45;"RP23-118A2.10"
-0.557659713;"ENSMUSG00000089857";"vHC";"Swim_45min";2;45;"Zfp882"
-0.161545596;"ENSMUSG00000090061";"vHC";"Swim_45min";21;45;"Nwd2"
-0.409178839;"ENSMUSG00000090066";"vHC";"Swim_45min";24;45;"RP24-553B2.1"
-0.444205219;"ENSMUSG00000090093";"vHC";"Swim_45min";12;45;"RP23-330D3.6"
1.992439884;"ENSMUSG00000090698";"vHC";"Swim_45min";4;45;"Apold1"
-0.313482574;"ENSMUSG00000091474";"vHC";"Swim_45min";2;45;"RP23-147O14.2"
-0.196990516;"ENSMUSG00000093661";"vHC";"Swim_45min";21;45;"Eif4e3"
-0.316030368;"ENSMUSG00000095253";"vHC";"Swim_45min";5;45;"Zfp799"
0.499857503;"ENSMUSG00000096549";"vHC";"Swim_45min";18;45;"Prickle4"
-0.30550115;"ENSMUSG00000097333";"vHC";"Swim_45min";5;45;"Zfp87"
-0.440036014;"ENSMUSG00000105504";"vHC";"Swim_45min";23;45;"Gbp5"
-0.659451524;"ENSMUSG00000109528";"vHC";"Swim_45min";8;45;"Olfr1309"
-0.056362662;"ENSMUSG00000110723";"vHC";"Swim_45min";24;45;"RP23-331E5.5"
1.065101617;"ENSMUSG00000115293";"vHC";"Swim_45min";19;45;"RP23-101H1.18"
0.304494394;"ENSMUSG00000115388";"vHC";"Swim_45min";1;45;"Eppk1"
0.155206832;"ENSMUSG00000116275";"vHC";"Swim_45min";14;45;"Zc3h11a"
-0.266180829;"ENSMUSG00000000056";"vHC";"Swim_1h30min";9;90;"Narf"
0.281743199;"ENSMUSG00000000125";"vHC";"Swim_1h30min";1;90;"Wnt3"
-0.263338818;"ENSMUSG00000000126";"vHC";"Swim_1h30min";12;90;"Wnt9a"
-0.018275358;"ENSMUSG00000000142";"vHC";"Swim_1h30min";5;90;"Axin2"
-0.105124654;"ENSMUSG00000000184";"vHC";"Swim_1h30min";5;90;"Ccnd2"
-0.289987302;"ENSMUSG00000000416";"vHC";"Swim_1h30min";17;90;"Cttnbp2"
0.41056822;"ENSMUSG00000000530";"vHC";"Swim_1h30min";18;90;"Acvrl1"
0.290362972;"ENSMUSG00000000531";"vHC";"Swim_1h30min";13;90;"Grasp"
-0.10328584;"ENSMUSG00000000560";"vHC";"Swim_1h30min";24;90;"Gabra2"
-0.397330029;"ENSMUSG00000001016";"vHC";"Swim_1h30min";21;90;"Ilf2"
0.27196717;"ENSMUSG00000001054";"vHC";"Swim_1h30min";13;90;"Rmnd5b"
0.27020042;"ENSMUSG00000001248";"vHC";"Swim_1h30min";13;90;"Gramd1a"
-0.195874179;"ENSMUSG00000001700";"vHC";"Swim_1h30min";9;90;"Gramd3"
0.58121262;"ENSMUSG00000001768";"vHC";"Swim_1h30min";18;90;"Rin2"
-0.302866571;"ENSMUSG00000001774";"vHC";"Swim_1h30min";12;90;"Chordc1"
2.441111316;"ENSMUSG00000001827";"vHC";"Swim_1h30min";15;90;"Folr1"
-0.382189565;"ENSMUSG00000001864";"vHC";"Swim_1h30min";17;90;"Aif1l"
-0.03979958;"ENSMUSG00000002325";"vHC";"Swim_1h30min";5;90;"Irf9"
-0.193941257;"ENSMUSG00000002748";"vHC";"Swim_1h30min";21;90;"Baz1b"
0.316183137;"ENSMUSG00000002814";"vHC";"Swim_1h30min";25;90;"Top3a"
1.144169064;"ENSMUSG00000002831";"vHC";"Swim_1h30min";22;90;"Plin4"
1.353576288;"ENSMUSG00000002910";"vHC";"Swim_1h30min";7;90;"Arrdc2"
0.408518011;"ENSMUSG00000002963";"vHC";"Swim_1h30min";1;90;"Pnkp"
0.298613121;"ENSMUSG00000003032";"vHC";"Swim_1h30min";3;90;"Klf4"
0.872170509;"ENSMUSG00000003476";"vHC";"Swim_1h30min";19;90;"Crhr2"
0.254509807;"ENSMUSG00000003526";"vHC";"Swim_1h30min";13;90;"Prodh"
1.421602235;"ENSMUSG00000003545";"vHC";"Swim_1h30min";7;90;"Fosb"
0.295520607;"ENSMUSG00000003585";"vHC";"Swim_1h30min";10;90;"Sec14l2"
0.035579707;"ENSMUSG00000003814";"vHC";"Swim_1h30min";9;90;"Calr"
0.180387557;"ENSMUSG00000004040";"vHC";"Swim_1h30min";10;90;"Stat3"
0.389585792;"ENSMUSG00000004043";"vHC";"Swim_1h30min";1;90;"Stat5a"
0.410752153;"ENSMUSG00000004044";"vHC";"Swim_1h30min";18;90;"Ptrf"
1.632088685;"ENSMUSG00000004328";"vHC";"Swim_1h30min";22;90;"Hif3a"
0.115511787;"ENSMUSG00000004530";"vHC";"Swim_1h30min";10;90;"Coro1c"
0.247130231;"ENSMUSG00000005057";"vHC";"Swim_1h30min";25;90;"Sh2b2"
0.099238658;"ENSMUSG00000005125";"vHC";"Swim_1h30min";10;90;"Ndrg1"
-0.052378108;"ENSMUSG00000005267";"vHC";"Swim_1h30min";5;90;"Zfp287"
-0.111297522;"ENSMUSG00000005374";"vHC";"Swim_1h30min";21;90;"Tbl2"
-0.152915533;"ENSMUSG00000005583";"vHC";"Swim_1h30min";21;90;"Mef2c"
-0.079253811;"ENSMUSG00000005882";"vHC";"Swim_1h30min";21;90;"Uqcc1"
-0.175157598;"ENSMUSG00000006386";"vHC";"Swim_1h30min";24;90;"Tek"
0.476252822;"ENSMUSG00000006445";"vHC";"Swim_1h30min";3;90;"Epha2"
-0.40625615;"ENSMUSG00000006586";"vHC";"Swim_1h30min";12;90;"Runx1t1"
0.059280418;"ENSMUSG00000006800";"vHC";"Swim_1h30min";10;90;"Sulf2"
0.292310594;"ENSMUSG00000007476";"vHC";"Swim_1h30min";13;90;"Lrrc8a"
-0.119074946;"ENSMUSG00000007655";"vHC";"Swim_1h30min";24;90;"Cav1"
0.268774949;"ENSMUSG00000007659";"vHC";"Swim_1h30min";13;90;"Bcl2l1"
0.554914864;"ENSMUSG00000007682";"vHC";"Swim_1h30min";1;90;"Dio2"
-0.129313138;"ENSMUSG00000007827";"vHC";"Swim_1h30min";24;90;"Ankrd26"
-0.162274444;"ENSMUSG00000007908";"vHC";"Swim_1h30min";24;90;"Hmgcll1"
-0.166420948;"ENSMUSG00000008090";"vHC";"Swim_1h30min";9;90;"Fgfrl1"
0.535551711;"ENSMUSG00000008384";"vHC";"Swim_1h30min";18;90;"Sertad1"
0.165126139;"ENSMUSG00000008393";"vHC";"Swim_1h30min";10;90;"Carhsp1"
-0.092030085;"ENSMUSG00000008429";"vHC";"Swim_1h30min";21;90;"Herpud2"
-0.260637857;"ENSMUSG00000008496";"vHC";"Swim_1h30min";9;90;"Pou2f2"
-0.305340169;"ENSMUSG00000008976";"vHC";"Swim_1h30min";12;90;"Gabpa"
-0.147665554;"ENSMUSG00000009207";"vHC";"Swim_1h30min";5;90;"Lnpk"
0.137065391;"ENSMUSG00000009291";"vHC";"Swim_1h30min";10;90;"Pttg1ip"
0.138474281;"ENSMUSG00000009293";"vHC";"Swim_1h30min";10;90;"Ube2g2"
0.099871366;"ENSMUSG00000010110";"vHC";"Swim_1h30min";16;90;"Stx5a"
-0.205222558;"ENSMUSG00000010505";"vHC";"Swim_1h30min";21;90;"Myt1"
-0.132328018;"ENSMUSG00000010554";"vHC";"Swim_1h30min";21;90;"Mettl16"
0.086717659;"ENSMUSG00000011148";"vHC";"Swim_1h30min";13;90;"Adssl1"
0.16780351;"ENSMUSG00000011179";"vHC";"Swim_1h30min";10;90;"Odc1"
-0.167169293;"ENSMUSG00000011427";"vHC";"Swim_1h30min";2;90;"Zfp790"
-0.261314107;"ENSMUSG00000012443";"vHC";"Swim_1h30min";12;90;"Kif11"
-0.267996923;"ENSMUSG00000013846";"vHC";"Swim_1h30min";9;90;"St3gal1"
-0.309668103;"ENSMUSG00000014039";"vHC";"Swim_1h30min";12;90;"Prdm15"
-0.276003975;"ENSMUSG00000014177";"vHC";"Swim_1h30min";21;90;"Tvp23b"
0.342661048;"ENSMUSG00000014361";"vHC";"Swim_1h30min";25;90;"Mertk"
0.2903461;"ENSMUSG00000014846";"vHC";"Swim_1h30min";13;90;"Tppp3"
0.863786185;"ENSMUSG00000015053";"vHC";"Swim_1h30min";25;90;"Gata2"
0.101147383;"ENSMUSG00000015085";"vHC";"Swim_1h30min";13;90;"Entpd2"
0.094459501;"ENSMUSG00000015112";"vHC";"Swim_1h30min";25;90;"Slc25a13"
0.240565349;"ENSMUSG00000015243";"vHC";"Swim_1h30min";10;90;"Abca1"
-0.925508445;"ENSMUSG00000015467";"vHC";"Swim_1h30min";20;90;"Egfl8"
0.638488036;"ENSMUSG00000015468";"vHC";"Swim_1h30min";25;90;"Notch4"
0.139142056;"ENSMUSG00000015478";"vHC";"Swim_1h30min";10;90;"Rnf5"
0.440193557;"ENSMUSG00000015950";"vHC";"Swim_1h30min";25;90;"Ncf1"
-0.28345739;"ENSMUSG00000015970";"vHC";"Swim_1h30min";9;90;"Chdh"
1.075942982;"ENSMUSG00000016024";"vHC";"Swim_1h30min";19;90;"Lbp"
-0.589712045;"ENSMUSG00000016087";"vHC";"Swim_1h30min";23;90;"Fli1"
0.148349824;"ENSMUSG00000016179";"vHC";"Swim_1h30min";13;90;"Camk1g"
0.382555208;"ENSMUSG00000016520";"vHC";"Swim_1h30min";10;90;"Lnx2"
0.357682901;"ENSMUSG00000016526";"vHC";"Swim_1h30min";13;90;"Dyrk3"
0.186739327;"ENSMUSG00000016528";"vHC";"Swim_1h30min";10;90;"Mapkapk2"
0.227623354;"ENSMUSG00000016559";"vHC";"Swim_1h30min";13;90;"H3f3b"
-0.207281792;"ENSMUSG00000016984";"vHC";"Swim_1h30min";5;90;"Etaa1"
0.37124661;"ENSMUSG00000017009";"vHC";"Swim_1h30min";25;90;"Sdc4"
-0.67259226;"ENSMUSG00000017453";"vHC";"Swim_1h30min";20;90;"Pipox"
0.414299363;"ENSMUSG00000018143";"vHC";"Swim_1h30min";13;90;"Mafk"
-0.5359266;"ENSMUSG00000018166";"vHC";"Swim_1h30min";12;90;"Erbb3"
0.070310402;"ENSMUSG00000018334";"vHC";"Swim_1h30min";10;90;"Ksr1"
-0.076787456;"ENSMUSG00000018363";"vHC";"Swim_1h30min";21;90;"Smurf2"
-0.195282962;"ENSMUSG00000018401";"vHC";"Swim_1h30min";21;90;"Mtmr4"
-0.260293263;"ENSMUSG00000018427";"vHC";"Swim_1h30min";24;90;"Ypel2"
-0.042864;"ENSMUSG00000018572";"vHC";"Swim_1h30min";5;90;"Phf23"
-0.051940787;"ENSMUSG00000018846";"vHC";"Swim_1h30min";5;90;"Pank3"
-0.142832445;"ENSMUSG00000019189";"vHC";"Swim_1h30min";21;90;"Rnf145"
0.357437991;"ENSMUSG00000019232";"vHC";"Swim_1h30min";25;90;"Etnppl"
-0.168404809;"ENSMUSG00000019256";"vHC";"Swim_1h30min";2;90;"Ahr"
0.400249145;"ENSMUSG00000019577";"vHC";"Swim_1h30min";10;90;"Pdk4"
-0.104241517;"ENSMUSG00000019647";"vHC";"Swim_1h30min";9;90;"Sema6a"
-0.294150504;"ENSMUSG00000019789";"vHC";"Swim_1h30min";12;90;"Hey2"
-0.167058824;"ENSMUSG00000019803";"vHC";"Swim_1h30min";9;90;"Nr2e1"
-0.161503408;"ENSMUSG00000019916";"vHC";"Swim_1h30min";9;90;"P4ha1"
0.003716761;"ENSMUSG00000019960";"vHC";"Swim_1h30min";16;90;"Dusp6"
